"","location","latitude","longitude","year","precipitation_mean","mean_vapor_pressure_deficit_mean","minimum_near_surface_relative_humidity_mean","maximum_near_surface_relative_humidity_mean","surface_downwelling_solar_radiation_mean","minimum_near_surface_air_temperature_mean","maximum_near_surface_air_temperature_mean","wind_speed_at_10m_mean","wind_direcation_at_10m_mean","palmer_drought_severity_index_x_mean","palmer_drought_severity_index_y_mean","reference_grass_evapotranspiration_mean","reference_alfaalfa_evapotranspiration_mean","dead_fuel_moisture_100hour_mean","dead_fuel_moisture_1000hour_mean","NA","NA","NA"
"12",2,46.281286,-118.684761,"Virgin","Columbia Basin",2021,"2014",0.912876712328767,1.06008219178082,39.233698630137,75.0638356164384,176.845479452055,280.080547945205,291.707671232877,3.41698630136986,205.657534246575,2.56164383561644,-2.8786301369863,3.45972602739726,4.82794520547945,13.4753424657534,14.8961643835616
"13",2,46.281286,-118.684761,"Virgin","Columbia Basin",2021,"2015",0.752328767123288,1.1558904109589,37.2632876712329,73.2323287671233,182.952054794521,280.912602739726,292.714520547945,2.97972602739726,202.178082191781,2.80821917808219,-2.63164383561644,3.50684931506849,4.8558904109589,12.767397260274,14.0358904109589
"14",2,46.281286,-118.684761,"Virgin","Columbia Basin",2021,"2016",0.949453551912568,0.902377049180328,42.716393442623,87.9087431693989,175.99781420765,278.887704918033,291.684699453552,3.20136612021858,182.513661202186,3.68918918918919,-1.47351351351351,3.13142076502732,4.26693989071038,15.772131147541,17.2939890710383
"15",2,46.281286,-118.684761,"Virgin","Columbia Basin",2021,"2017",1.0358904109589,0.899397260273973,43.4838356164384,85.3695890410959,176.42,277.707123287671,290.177808219178,3.03123287671233,184.47397260274,7.31506849315068,2.79849315068493,3.05452054794521,4.11369863013699,15.9342465753425,17.3106849315068
"16",2,46.281286,-118.684761,"Virgin","Columbia Basin",2021,"2018",0.742191780821918,0.937260273972603,39.9021917808219,84.1791780821918,179.872328767123,278.592328767123,291.632328767123,3.23205479452055,196.117808219178,4.79452054794521,-0.371917808219178,3.26328767123288,4.47506849315069,15.1569863013699,16.4720547945205
"17",2,46.281286,-118.684761,"Virgin","Columbia Basin",2021,"2019",0.823835616438356,0.809452054794521,45.1701369863014,86.8252054794521,179.02,277.648493150685,289.794246575342,2.9358904109589,197.720547945205,6.34246575342466,1.5741095890411,3.03095890410959,4.0758904109589,15.7671232876712,17.3098630136986
"18",2,46.281286,-118.684761,"Virgin","Columbia Basin",2021,"2020",0.862841530054645,0.966967213114754,37.6062841530055,81.9614754098361,179.778142076503,278.230327868852,291.599180327869,3.43360655737705,194.051912568306,2.79452054794521,-2.70698630136986,3.31120218579235,4.59016393442623,14.1587431693989,15.4098360655738
"19",2,46.281286,-118.684761,"Virgin","Columbia Basin",2021,"2021",0.645479452054795,1.03161643835616,38.0221917808219,82.3454794520548,179.98301369863,278.181643835616,292.033424657534,3.27561643835616,195.049315068493,1.20547945205479,-4.42821917808219,3.40191780821918,4.70986301369863,14.167397260274,15.0824657534247
"20",2,46.281286,-118.684761,"Virgin","Columbia Basin",2021,"2022",1.12872928176796,0.508011049723757,48.3414364640884,93.4408839779006,176.225966850829,275.285082872928,287.106629834254,3.12762430939227,188.458563535912,3.05555555555556,-2.40888888888889,2.54033149171271,3.31878453038674,17.6110497237569,20.4049723756906
"21",4,47.084598,-119.808285,"Non-virgin","Columbia Basin",2021,"2013",0.394794520547945,0.953342465753425,35.9780821917808,82.932602739726,182.973698630137,277.195068493151,290.591506849315,3.11150684931507,218.8,5.49315068493151,0.772876712328767,3.23534246575342,4.46849315068493,14.0364383561644,14.8997260273973
"22",4,47.084598,-119.808285,"Non-virgin","Columbia Basin",2021,"2014",0.503287671232877,0.951890410958904,37.2153424657534,80.6495890410959,183.073698630137,277.291232876712,290.664383561644,3.46739726027397,213.424657534247,3.05479452054795,-2.35356164383562,3.37506849315068,4.70657534246575,13.9076712328767,14.6906849315068
"23",4,47.084598,-119.808285,"Non-virgin","Columbia Basin",2021,"2015",0.510684931506849,1.04684931506849,36.3624657534247,80.9676712328767,189.372328767123,277.801643835616,291.763835616438,3.0372602739726,208.865753424658,3.95890410958904,-1.50424657534247,3.45780821917808,4.78739726027397,13.9008219178082,14.5816438356164
"24",4,47.084598,-119.808285,"Non-virgin","Columbia Basin",2021,"2016",0.598633879781421,0.872295081967213,40.8948087431694,87.5986338797814,183.456284153005,277.778142076503,290.839890710383,3.21830601092896,187.407103825137,7.02702702702703,2.4777027027027,3.18852459016393,4.34808743169399,15.3478142076503,16.5139344262295
"25",4,47.084598,-119.808285,"Non-virgin","Columbia Basin",2021,"2017",0.584109589041096,0.87972602739726,41.2328767123288,85.4876712328767,184.88301369863,276.611780821918,289.44,3.06493150684932,186.07397260274,6.78082191780822,2.25506849315069,3.1158904109589,4.2158904109589,15.4090410958904,16.3419178082192
"26",4,47.084598,-119.808285,"Non-virgin","Columbia Basin",2021,"2018",0.465205479452055,0.91972602739726,37.8232876712329,83.3920547945205,187.401369863014,277.688493150685,290.87698630137,3.22602739726027,202.769863013699,4.43835616438356,-0.896849315068493,3.31534246575342,4.55205479452055,14.573698630137,15.3783561643836
"27",4,47.084598,-119.808285,"Non-virgin","Columbia Basin",2021,"2019",0.379178082191781,0.798575342465753,42.7484931506849,85.2564383561644,184.675890410959,276.794794520548,289.025205479452,3.02657534246575,202.972602739726,4.19178082191781,-1.22041095890411,3.0358904109589,4.1027397260274,15.0104109589041,15.7627397260274
"28",4,47.084598,-119.808285,"Non-virgin","Columbia Basin",2021,"2020",0.395901639344262,0.947322404371585,35.2079234972678,81.394262295082,185.994535519126,277.401366120219,291.024043715847,3.42021857923497,199.696721311475,2.42465753424658,-3.08876712328767,3.3844262295082,4.71366120218579,13.3084699453552,14.0136612021858
"29",4,47.084598,-119.808285,"Non-virgin","Columbia Basin",2021,"2021",0.360821917808219,1.01994520547945,35.758904109589,79.3356164383562,187.721917808219,277.963561643836,291.288493150685,3.39041095890411,203.542465753425,1.3972602739726,-4.11479452054795,3.51780821917808,4.9013698630137,13.0745205479452,13.5780821917808
"30",4,47.084598,-119.808285,"Non-virgin","Columbia Basin",2021,"2022",0.548066298342542,0.537569060773481,45.2668508287293,89.2408839779006,186.062430939227,274.271270718232,286.07955801105,3.16187845303867,185.596685082873,2.94444444444444,-2.54666666666667,2.63922651933702,3.50331491712707,15.8237569060773,17.5867403314917
"31",5,47.076717,-119.802953,"Virgin","Columbia Basin",2021,"2013",0.394794520547945,0.953342465753425,35.9780821917808,82.932602739726,182.973698630137,277.195068493151,290.591506849315,3.11150684931507,218.8,5.49315068493151,0.772876712328767,3.23534246575342,4.46849315068493,14.0364383561644,14.8997260273973
"32",5,47.076717,-119.802953,"Virgin","Columbia Basin",2021,"2014",0.503287671232877,0.951890410958904,37.2153424657534,80.6495890410959,183.073698630137,277.291232876712,290.664383561644,3.46739726027397,213.424657534247,3.05479452054795,-2.35356164383562,3.37506849315068,4.70657534246575,13.9076712328767,14.6906849315068
"33",5,47.076717,-119.802953,"Virgin","Columbia Basin",2021,"2015",0.510684931506849,1.04684931506849,36.3624657534247,80.9676712328767,189.372328767123,277.801643835616,291.763835616438,3.0372602739726,208.865753424658,3.95890410958904,-1.50424657534247,3.45780821917808,4.78739726027397,13.9008219178082,14.5816438356164
"34",5,47.076717,-119.802953,"Virgin","Columbia Basin",2021,"2016",0.598633879781421,0.872295081967213,40.8948087431694,87.5986338797814,183.456284153005,277.778142076503,290.839890710383,3.21830601092896,187.407103825137,7.02702702702703,2.4777027027027,3.18852459016393,4.34808743169399,15.3478142076503,16.5139344262295
"35",5,47.076717,-119.802953,"Virgin","Columbia Basin",2021,"2017",0.584109589041096,0.87972602739726,41.2328767123288,85.4876712328767,184.88301369863,276.611780821918,289.44,3.06493150684932,186.07397260274,6.78082191780822,2.25506849315069,3.1158904109589,4.2158904109589,15.4090410958904,16.3419178082192
"36",5,47.076717,-119.802953,"Virgin","Columbia Basin",2021,"2018",0.465205479452055,0.91972602739726,37.8232876712329,83.3920547945205,187.401369863014,277.688493150685,290.87698630137,3.22602739726027,202.769863013699,4.43835616438356,-0.896849315068493,3.31534246575342,4.55205479452055,14.573698630137,15.3783561643836
"37",5,47.076717,-119.802953,"Virgin","Columbia Basin",2021,"2019",0.379178082191781,0.798575342465753,42.7484931506849,85.2564383561644,184.675890410959,276.794794520548,289.025205479452,3.02657534246575,202.972602739726,4.19178082191781,-1.22041095890411,3.0358904109589,4.1027397260274,15.0104109589041,15.7627397260274
"38",5,47.076717,-119.802953,"Virgin","Columbia Basin",2021,"2020",0.395901639344262,0.947322404371585,35.2079234972678,81.394262295082,185.994535519126,277.401366120219,291.024043715847,3.42021857923497,199.696721311475,2.42465753424658,-3.08876712328767,3.3844262295082,4.71366120218579,13.3084699453552,14.0136612021858
"39",5,47.076717,-119.802953,"Virgin","Columbia Basin",2021,"2021",0.360821917808219,1.01994520547945,35.758904109589,79.3356164383562,187.721917808219,277.963561643836,291.288493150685,3.39041095890411,203.542465753425,1.3972602739726,-4.11479452054795,3.51780821917808,4.9013698630137,13.0745205479452,13.5780821917808
"40",5,47.076717,-119.802953,"Virgin","Columbia Basin",2021,"2022",0.548066298342542,0.537569060773481,45.2668508287293,89.2408839779006,186.062430939227,274.271270718232,286.07955801105,3.16187845303867,185.596685082873,2.94444444444444,-2.54666666666667,2.63922651933702,3.50331491712707,15.8237569060773,17.5867403314917
"41",6,47.045431,-119.609527,"Virgin","Columbia Basin",2021,"2013",0.361643835616438,0.891890410958904,36.8038356164384,86.8627397260274,182.030410958904,276.419452054795,290.537534246575,3.2841095890411,216.761643835616,5.56164383561644,0.803150684931507,3.1958904109589,4.40493150684931,14.781095890411,15.5605479452055
"42",6,47.045431,-119.609527,"Virgin","Columbia Basin",2021,"2014",0.429041095890411,0.889095890410959,37.9627397260274,86.2024657534247,181.63397260274,276.086301369863,290.676164383562,3.65534246575342,211.243835616438,3.04109589041096,-2.39260273972603,3.32575342465753,4.64246575342466,14.8695890410959,15.5131506849315
"43",6,47.045431,-119.609527,"Virgin","Columbia Basin",2021,"2015",0.432054794520548,0.987972602739726,37.0383561643836,85.0915068493151,188.37095890411,276.787671232877,291.685753424658,3.19178082191781,207.58904109589,3.57534246575342,-1.85684931506849,3.42054794520548,4.7427397260274,14.6531506849315,15.2309589041096
"44",6,47.045431,-119.609527,"Virgin","Columbia Basin",2021,"2016",0.548087431693989,0.818879781420765,41.7975409836066,92.1346994535519,182.631147540984,277.150273224044,290.702732240437,3.38551912568306,185.786885245902,7.09459459459459,2.54675675675676,3.10846994535519,4.24426229508197,16.2748633879781,17.3521857923497
"45",6,47.045431,-119.609527,"Virgin","Columbia Basin",2021,"2017",0.526027397260274,0.823397260273973,42.2380821917808,89.0512328767123,183.668767123288,275.809315068493,289.308767123288,3.21506849315069,184.698630136986,6.95890410958904,2.3758904109589,3.0558904109589,4.13123287671233,16.3265753424658,17.1813698630137
"46",6,47.045431,-119.609527,"Virgin","Columbia Basin",2021,"2018",0.433698630136986,0.862958904109589,38.6372602739726,87.7334246575342,186.356438356164,276.837260273973,290.819726027397,3.39397260273973,201.142465753425,4.75342465753425,-0.21,3.26493150684932,4.49068493150685,15.738904109589,16.4558904109589
"47",6,47.045431,-119.609527,"Virgin","Columbia Basin",2021,"2019",0.393698630136986,0.737972602739726,43.9145205479452,89.6438356164384,183.745753424658,275.915342465753,288.950136986301,3.17972602739726,201.32602739726,5.02739726027397,0.176986301369863,2.97342465753425,4.00767123287671,16.0008219178082,16.7835616438356
"48",6,47.045431,-119.609527,"Virgin","Columbia Basin",2021,"2020",0.39016393442623,0.903688524590164,35.8267759562842,84.6092896174863,184.932513661202,276.775136612022,290.947267759563,3.61666666666667,197.650273224044,3.19178082191781,-2.37575342465753,3.35792349726776,4.69699453551913,14.0346994535519,14.6841530054645
"49",6,47.045431,-119.609527,"Virgin","Columbia Basin",2021,"2021",0.351780821917808,0.97586301369863,36.2824657534247,83.392602739726,186.72602739726,277.10602739726,291.298904109589,3.56904109589041,203.087671232877,1.91780821917808,-3.64452054794521,3.49452054794521,4.87972602739726,13.8528767123288,14.3676712328767
"50",6,47.045431,-119.609527,"Virgin","Columbia Basin",2021,"2022",0.478453038674033,0.48878453038674,46.6640883977901,93.0458563535912,184.009944751381,273.453591160221,285.950276243094,3.33591160220994,181.78453038674,3.16666666666667,-2.12361111111111,2.55580110497238,3.37513812154696,16.7281767955801,18.4088397790055
"51",7,47.039913,-119.604025,"Non-virgin","Columbia Basin",2021,"2013",0.361643835616438,0.891890410958904,36.8038356164384,86.8627397260274,182.030410958904,276.419452054795,290.537534246575,3.2841095890411,216.761643835616,5.56164383561644,0.803150684931507,3.1958904109589,4.40493150684931,14.781095890411,15.5605479452055
"52",7,47.039913,-119.604025,"Non-virgin","Columbia Basin",2021,"2014",0.429041095890411,0.889095890410959,37.9627397260274,86.2024657534247,181.63397260274,276.086301369863,290.676164383562,3.65534246575342,211.243835616438,3.04109589041096,-2.39260273972603,3.32575342465753,4.64246575342466,14.8695890410959,15.5131506849315
"53",7,47.039913,-119.604025,"Non-virgin","Columbia Basin",2021,"2015",0.432054794520548,0.987972602739726,37.0383561643836,85.0915068493151,188.37095890411,276.787671232877,291.685753424658,3.19178082191781,207.58904109589,3.57534246575342,-1.85684931506849,3.42054794520548,4.7427397260274,14.6531506849315,15.2309589041096
"54",7,47.039913,-119.604025,"Non-virgin","Columbia Basin",2021,"2016",0.548087431693989,0.818879781420765,41.7975409836066,92.1346994535519,182.631147540984,277.150273224044,290.702732240437,3.38551912568306,185.786885245902,7.09459459459459,2.54675675675676,3.10846994535519,4.24426229508197,16.2748633879781,17.3521857923497
"55",7,47.039913,-119.604025,"Non-virgin","Columbia Basin",2021,"2017",0.526027397260274,0.823397260273973,42.2380821917808,89.0512328767123,183.668767123288,275.809315068493,289.308767123288,3.21506849315069,184.698630136986,6.95890410958904,2.3758904109589,3.0558904109589,4.13123287671233,16.3265753424658,17.1813698630137
"56",7,47.039913,-119.604025,"Non-virgin","Columbia Basin",2021,"2018",0.433698630136986,0.862958904109589,38.6372602739726,87.7334246575342,186.356438356164,276.837260273973,290.819726027397,3.39397260273973,201.142465753425,4.75342465753425,-0.21,3.26493150684932,4.49068493150685,15.738904109589,16.4558904109589
"57",7,47.039913,-119.604025,"Non-virgin","Columbia Basin",2021,"2019",0.393698630136986,0.737972602739726,43.9145205479452,89.6438356164384,183.745753424658,275.915342465753,288.950136986301,3.17972602739726,201.32602739726,5.02739726027397,0.176986301369863,2.97342465753425,4.00767123287671,16.0008219178082,16.7835616438356
"58",7,47.039913,-119.604025,"Non-virgin","Columbia Basin",2021,"2020",0.39016393442623,0.903688524590164,35.8267759562842,84.6092896174863,184.932513661202,276.775136612022,290.947267759563,3.61666666666667,197.650273224044,3.19178082191781,-2.37575342465753,3.35792349726776,4.69699453551913,14.0346994535519,14.6841530054645
"59",7,47.039913,-119.604025,"Non-virgin","Columbia Basin",2021,"2021",0.351780821917808,0.97586301369863,36.2824657534247,83.392602739726,186.72602739726,277.10602739726,291.298904109589,3.56904109589041,203.087671232877,1.91780821917808,-3.64452054794521,3.49452054794521,4.87972602739726,13.8528767123288,14.3676712328767
"60",7,47.039913,-119.604025,"Non-virgin","Columbia Basin",2021,"2022",0.478453038674033,0.48878453038674,46.6640883977901,93.0458563535912,184.009944751381,273.453591160221,285.950276243094,3.33591160220994,181.78453038674,3.16666666666667,-2.12361111111111,2.55580110497238,3.37513812154696,16.7281767955801,18.4088397790055
"61",8,48.4382,-122.4225,"Virgin","Skagit Valley",2021,"2013",2.04712328767123,0.340739726027397,58.2783561643836,98.7432876712329,144.006849315069,279.01698630137,288.102465753425,2.63260273972603,161.430136986301,6.78082191780822,2.32068493150685,1.94876712328767,2.37616438356164,20.1950684931507,23.8578082191781
"62",8,48.4382,-122.4225,"Virgin","Skagit Valley",2021,"2014",2.63178082191781,0.437671232876712,55.72,93.8693150684932,144.726849315069,280.441917808219,289.333150684932,2.95287671232877,172.153424657534,5.75342465753425,1.07315068493151,2.18684931506849,2.75945205479452,19.2147945205479,23.3693150684932
"63",8,48.4382,-122.4225,"Virgin","Skagit Valley",2021,"2015",2.0986301369863,0.421972602739726,56.7112328767123,96.152602739726,151.61095890411,280.27095890411,289.733424657534,2.84684931506849,179.635616438356,3.91780821917808,-1.19123287671233,2.1986301369863,2.72986301369863,19.3021917808219,22.4339726027397
"64",8,48.4382,-122.4225,"Virgin","Skagit Valley",2021,"2016",1.99590163934426,0.452841530054645,54.7090163934426,94.003825136612,141.471584699454,280.510109289618,289.184972677596,3.37322404371585,177.267759562842,3.22972972972973,-2.20972972972973,2.24781420765027,2.89945355191257,18.6622950819672,22.1382513661202
"65",8,48.4382,-122.4225,"Virgin","Skagit Valley",2021,"2017",1.76465753424658,0.422986301369863,54.872602739726,94.5145205479452,143.583835616438,279.137260273973,288.446575342466,3.13424657534247,185.104109589041,1.80821917808219,-3.66794520547945,2.15178082191781,2.73260273972603,18.7608219178082,21.4821917808219
"66",8,48.4382,-122.4225,"Virgin","Skagit Valley",2021,"2018",2.07205479452055,0.393890410958904,57.0956164383562,95.9915068493151,146.294520547945,279.538904109589,288.822191780822,3.02054794520548,158.016438356164,2.49315068493151,-2.97917808219178,2.09287671232877,2.60547945205479,19.2838356164384,22.5150684931507
"67",8,48.4382,-122.4225,"Virgin","Skagit Valley",2021,"2019",1.85506849315069,0.407150684931507,55.6353424657534,96.9643835616438,148.785205479452,278.96602739726,288.814520547945,2.64438356164384,180.967123287671,2.21917808219178,-3.30698630136986,2.0627397260274,2.56219178082192,19.3698630136986,22.407397260274
"68",8,48.4382,-122.4225,"Virgin","Skagit Valley",2021,"2020",2.37568306010929,0.452295081967213,53.9300546448087,95.072131147541,141.593169398907,279.525683060109,289.052732240437,3.20382513661202,191.281420765027,5.36986301369863,0.43027397260274,2.16256830601093,2.77349726775956,19.0106557377049,22.7251366120219
"69",8,48.4382,-122.4225,"Virgin","Skagit Valley",2021,"2021",2.77287671232877,0.500602739726027,52.3246575342466,95.0087671232877,144.987945205479,279.40602739726,289.427945205479,3.22876712328767,198.213698630137,3.84931506849315,-1.55506849315068,2.29369863013699,2.94547945205479,19.0227397260274,22.7652054794521
"70",8,48.4382,-122.4225,"Virgin","Skagit Valley",2021,"2022",2.48895027624309,0.329060773480663,57.9845303867403,94.4701657458564,133.355801104972,278.030939226519,285.7,2.91049723756906,177.961325966851,8,3.41611111111111,1.84530386740332,2.3292817679558,19.5044198895028,24.8508287292818
"71",9,48.4326,-122.3791,"Non-virgin","Skagit Valley",2021,"2013",2.05424657534247,0.341095890410959,58.2197260273973,98.8416438356164,145.326849315069,278.912054794521,288.132328767123,2.62219178082192,161.430136986301,6.43835616438356,2.06917808219178,1.9572602739726,2.37890410958904,20.2227397260274,23.8558904109589
"72",9,48.4326,-122.3791,"Non-virgin","Skagit Valley",2021,"2014",2.63945205479452,0.430958904109589,55.8843835616438,94.4158904109589,146.088493150685,280.243835616438,289.309589041096,2.94027397260274,172.153424657534,5.6986301369863,0.912739726027398,2.18109589041096,2.74356164383562,19.3758904109589,23.5383561643836
"73",9,48.4326,-122.3791,"Non-virgin","Skagit Valley",2021,"2015",2.15232876712329,0.420246575342466,56.706301369863,96.4504109589041,153.056164383562,280.138630136986,289.747945205479,2.83369863013699,179.635616438356,3.89041095890411,-1.30684931506849,2.20383561643836,2.73013698630137,19.4032876712329,22.5745205479452
"74",9,48.4326,-122.3791,"Non-virgin","Skagit Valley",2021,"2016",2.14781420765027,0.453005464480874,54.8158469945355,94.4346994535519,142.75956284153,280.343989071038,289.244535519126,3.36420765027322,177.267759562842,3.82432432432432,-1.67013513513513,2.24262295081967,2.88306010928962,18.9204918032787,22.6333333333333
"75",9,48.4326,-122.3791,"Non-virgin","Skagit Valley",2021,"2017",1.87178082191781,0.420246575342466,54.8498630136986,94.6857534246575,144.910410958904,278.955342465753,288.458356164384,3.13671232876712,185.104109589041,2.87671232876712,-2.57397260273973,2.15424657534247,2.73369863013699,18.9293150684932,21.7550684931507
"76",9,48.4326,-122.3791,"Non-virgin","Skagit Valley",2021,"2018",2.1241095890411,0.388328767123288,57.3794520547945,95.998904109589,147.679452054795,279.401369863014,288.76904109589,3.01068493150685,158.016438356164,3.34246575342466,-2.24438356164384,2.09123287671233,2.59452054794521,19.4652054794521,22.806301369863
"77",9,48.4326,-122.3791,"Non-virgin","Skagit Valley",2021,"2019",1.91452054794521,0.384246575342466,56.7169863013699,97.1238356164384,150.244931506849,278.826849315069,288.534246575342,2.63260273972603,180.967123287671,2.54794520547945,-2.9672602739726,2.03397260273973,2.50739726027397,19.5019178082192,22.5660273972603
"78",9,48.4326,-122.3791,"Non-virgin","Skagit Valley",2021,"2020",2.54918032786885,0.426967213114754,55.1136612021858,95.2937158469945,142.918579234973,279.384426229508,288.74043715847,3.19726775956284,191.281420765027,6.24657534246575,1.66904109589041,2.12978142076503,2.71229508196721,19.2729508196721,23.1590163934426
"79",9,48.4326,-122.3791,"Non-virgin","Skagit Valley",2021,"2021",2.84246575342466,0.473068493150685,53.4967123287671,95.2350684931507,146.310410958904,279.292054794521,289.10602739726,3.22383561643836,198.213698630137,4.50684931506849,-0.74,2.25506849315069,2.87780821917808,19.1895890410959,22.9909589041096
"80",9,48.4326,-122.3791,"Non-virgin","Skagit Valley",2021,"2022",2.6767955801105,0.329060773480663,57.9591160220995,94.6099447513812,135.524861878453,277.932044198895,285.696132596685,2.91160220994475,177.961325966851,8.16666666666667,3.66111111111111,1.85414364640884,2.34475138121547,19.6292817679558,25.1596685082873
"81",10,45.69724886,-119.3547182,"Virgin","Columbia Basin",2021,"2013",0.523287671232877,0.960630136986301,38.3887671232877,86.7643835616438,180.958630136986,278.098356164384,291.948493150685,3.20493150684932,213.73698630137,4.32876712328767,-0.864520547945205,3.23123287671233,4.42328767123288,15.0646575342466,16.1104109589041
"82",10,45.69724886,-119.3547182,"Virgin","Columbia Basin",2021,"2014",0.635616438356164,1.03402739726027,38.8539726027397,84.2780821917808,180.981095890411,278.214794520548,292.53095890411,3.40904109589041,209.147945205479,3.19178082191781,-2.33904109589041,3.48246575342466,4.86027397260274,14.82,15.7835616438356
"83",10,45.69724886,-119.3547182,"Virgin","Columbia Basin",2021,"2015",0.476164383561644,1.10652054794521,36.4652054794521,82.7060273972603,186.596712328767,278.692054794521,293.452328767123,2.95616438356164,205.164383561644,2.56164383561644,-2.91301369863014,3.49945205479452,4.84,14.147397260274,15.0602739726027
"84",10,45.69724886,-119.3547182,"Virgin","Columbia Basin",2021,"2016",0.68879781420765,0.968114754098361,40.2516393442623,86.0180327868852,180.290163934426,279.012021857924,292.494535519126,3.19398907103825,185.849726775956,3.45945945945946,-2.16364864864865,3.32049180327869,4.56502732240437,15.1628415300546,16.2655737704918
"85",10,45.69724886,-119.3547182,"Virgin","Columbia Basin",2021,"2017",0.713972602739726,0.924465753424658,43.0005479452055,86.952602739726,180.153424657534,277.265205479452,290.776164383562,2.99123287671233,181.153424657534,6.28767123287671,1.65767123287671,3.14849315068493,4.2613698630137,15.8419178082192,16.7298630136986
"86",10,45.69724886,-119.3547182,"Virgin","Columbia Basin",2021,"2018",0.580547945205479,0.98558904109589,38.5227397260274,83.838904109589,183.547123287671,278.526575342466,292.340821917808,3.24520547945205,200.287671232877,3.56164383561644,-1.85438356164384,3.39780821917808,4.69013698630137,14.9090410958904,15.9435616438356
"87",10,45.69724886,-119.3547182,"Virgin","Columbia Basin",2021,"2019",0.66986301369863,0.835972602739726,44.8084931506849,86.9895890410959,182.491232876712,277.705753424658,290.34301369863,2.9172602739726,202.750684931507,7.17808219178082,2.55342465753425,3.10657534246575,4.19506849315068,15.8098630136986,17.1345205479452
